,category,manufacturer,product,name,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
0,생활용품,2080,치약,이*임,2020.03.18,1,"애*미 치약 쓰다가 
2080치약 가격이 저렴해서 바꿨어요

그런데!!!!
치약을 쓰고나서
입냄새 장난아니고(입이 너무 건조해요
침이 마르는느낌)
온 집식구들이 다 공통되게 느낌

결국 구강구취 치약으로 다시
타사제품 구입했어요

역시 거품은 안나도
양치후 입안 건조함이 사라지고
입냄새 안나네요

너무 신기해서 구매평올려요

저희집은 2080안맞네요
치약하나 바꿨을뿐인데
입이 너믜건조됨",20,217,7,2,5
1,생활용품,2080,치약,정*선,2020.05.20,1,"이 치약 사용하고 나서 목이 텁텁하고
간조함을 많이  느껴요
가족이 쓰고있는데   이 치약 쓰고 나서
혀랑 목이 엄청 건조해지고..ㅠㅠ
10개 주문했었는데 8개는  세면대 청소할때 써야
할거 같아여..완전 비추입니다",5,120,0,0,2
2,생활용품,2080,치약,임총,2020.02.15,1,"칫솔에 치약 짰는데 노란색 이물질 나왔습니다
회사에 전화하니 받지도 않고
번호남겼는데 연락도 안옵니다
2080 쓰지마세요",3,67,0,1,1
3,생활용품,2080,치약,강*아,2019.09.16,1,"가습기사건에 관해 피해자에게 사과안하고 있다고 함. 안써! 애경불매, no 애경",0,44,1,0,0
4,생활용품,2080,치약,이*순,2020.09.18,1,늘 사용하는 2080 치약이라 대용량 묶음으로 구매하여 잘사용하고 있습니다.,0,42,0,1,1
5,생활용품,2080,치약,김*선,2020.12.05,1,"개운하지가   않아요
별루네요
글고 치약이 흐물흐물  해요
오래된거  처럼요
비추천",4,46,0,0,1
6,생활용품,2080,치약,김*수,2019.10.16,1,치약은 좋아요,0,7,0,0,1
7,생활용품,2080,치약,이*미,2019.08.18,1,가족모두 사용하기에 괜찮아요,0,15,0,0,0
8,생활용품,2080,치약,유*영,2019.05.08,1,,0,0,0,0,0
9,생활용품,2080,치약,전*현,2020.12.16,1,,0,0,0,0,0
10,생활용품,2080,치약,차*승,2021.02.14,1,닦은거같지않음..언제다쓰냐,0,14,0,0,0
11,생활용품,2080,치약,이*재,2020.11.24,1,개운한맛이 1도없어여,0,11,0,0,0
12,생활용품,2080,치약,김*숙,2021.01.03,1,,0,0,0,0,0
13,생활용품,2080,치약,오순돌,2021.01.31,1,작극이 심해요 양치하고 나면 입안이 얼얼해요,0,24,0,0,0
14,생활용품,2080,치약,이*영,2019.03.27,1,"몇년째 정기배송을 이용하고 있는데
어제도 역시 정기배송이 결제되었다는 문자를 받고 도착하기로 약속한 날입니다..
물건이 배송된 것을 안시간은 6시30분..
아침에 큰대문을 열고 골목을 나가보고서야 알았습니다.
저희집은 주택가 골목에 있는 단독주택입니다..
당황하여 쿠팡싸이트를 들어와보니..
4시 35분에 배송완료라고 업로드가 사진과 함께 업로드가 되어있더군요..
잠시후 7시쯤 문자가 왔습니다
진입이 불가하여 문앞에 전달하였습니다..라고요..
게다가 5개의 상품 중 맨위에 있던 가벼운 상자 한개는 사진에는 있었지만 저는 못보았구요..
분실된거지요..
쿠팡에 물건이 사진과 다르게 1개가 없음을 알리니 바로 재발송한다고 연락을 받았습니다..
그리고 어제 저녁 10시경 재발송한 물건이 왔는데...
제가 분명히 10시에 불도 켜있고 티비도 켜있고..
사람이 있음을 알수 있었음에도 불구하고 큰대문앞..인도에 그대로 두고 갔더라구요..
동네 아는 지인이 11시 넘어서 지나가다가 발견하고 연락을 주어서 가지고 들어왔습니다..
오늘 고객센터와 통화하는데 팀장님이라고 하시는 분이 집앞까지가 배송원칙이며 집앞은 사유지이기 때문에 물건이 없어지면 주변 cctv를 확인하여 물건을 가져간 범죄자를 찾아서 제가 직접 경찰서에 신고해야한다는 답변을 들었습니다..
집앞 골목은 저의집 사유지가 아닌데 집앞은 무조건 사유지라는 팀장의 이야기에 어이가 없었습니다..
제가 주문한 물건은 새벽배송에 해당하는 물건도 아닌데..
제가 왜 이런 어이없는 답변을 들어야하고.. 
택배를 사람이 있는 집에 벨을 누르지도 않고 2번씩이나 두고 간다는 것이 도대체 이해가 되지않습니다..
잃어버리물건도 배송완료되었기때문에 집주인이 책임지라니..도대체 말이 되는것일까요?
쿠팡이 바르게 처리한것인지 제가 억지를 부리는것인지 판단이 어렵네요..
절대 비추하고 구매하지않을꺼예요!",23,919,2,0,0
15,생활용품,2080,치약,김*아,2019.08.10,1,물건이 찌그러져서 오고 하나는 터져서 왔네여~~막 집어던진 듯...  포장할때 뽁뽁이사용해야 할듯~,0,55,3,0,0
16,생활용품,2080,치약,정*남,2020.10.24,1,상품이 손상 됐어요,0,10,0,0,0
17,생활용품,2080,치약,김*수,2019.06.13,1,치약을 시켰는데 왜 애기팬티랑 칫솔이 왔을까요,0,25,0,0,1
18,생활용품,2080,치약,박*규,2020.11.27,1,유통기한이 너무 짧아요ㅠㅠ,0,14,0,0,0
19,생활용품,2080,치약,쿠팡실구매자,2018.09.17,1,안조아요,0,4,0,0,0
20,생활용품,2080,치약,성*희,2020.03.27,1,쿠팡기사가 물건 던지고 가네요,0,16,0,0,0
21,생활용품,2080,치약,이현주,2019.05.25,1,,0,0,0,0,0
22,생활용품,2080,치약,이*진,2021.05.13,1,,0,0,0,0,0
23,생활용품,2080,치약,유*,2019.06.09,1,4개왔어요,0,5,0,0,0
24,생활용품,2080,치약,소등심,2020.08.31,1,,0,0,0,0,0
25,생활용품,2080,치약,으르릉,2019.08.08,1,"상품 무개확인부탁드립니다..,",0,16,0,0,0
26,생활용품,2080,치약,이*은,2021.04.18,1,"그런데 포장이 이게 뭐죠?
쿠팡 이용하면서 요런건 처음이네요
반품된걸 내용물 확인없이 보낸건가요?
아님 
쿠팡이 봉투가 없어서 뜯어진 봉투를
테이프로 칭칭 감은건가요??",5,94,4,0,0
27,생활용품,2080,치약,최*호,2021.06.15,1,"이렇게 배송이 왔네요 
겉에 뾱뾱이라도 좀 해주시지… 
이거 뭐 찝찝해서 쓰겠나요",2,45,1,0,0
28,생활용품,2080,치약,강*아,2019.09.16,1,"가습기사건에 관해 피해자에게 사과안하고 있다고 함. 안써! 애경불매, no 애경",0,44,1,0,0
29,생활용품,2080,치약,강*아,2019.09.16,1,"가습기사건에 관해 피해자에게 사과안하고 있다고 함. 안써! 애경불매, no 애경",0,44,1,0,0
30,생활용품,2080,치약,강*아,2019.09.16,1,"가습기사건에 관해 피해자에게 사과안하고 있다고 함. 안써! 애경불매, no 애경",0,44,1,0,0
31,생활용품,2080,치약,이*형,2020.07.01,1,,0,0,0,0,0
32,생활용품,2080,치약,류*진,2020.03.13,1,,0,0,0,0,0
33,생활용품,2080,치약,김*희,2020.03.12,1,,0,0,0,0,0
34,생활용품,2080,치약,김*경,2020.02.10,1,,0,0,0,0,0
35,생활용품,2080,치약,우*호,2020.02.07,1,,0,0,0,0,0
36,생활용품,2080,치약,안*주,2020.01.24,1,,0,0,0,0,0
37,생활용품,2080,치약,홍*희,2020.01.07,1,,0,0,0,0,0
38,생활용품,2080,치약,박*화,2019.12.22,1,,0,0,0,0,0
39,생활용품,2080,치약,고*님,2019.09.22,1,,0,0,0,0,0
40,생활용품,2080,치약,장*원,2019.08.02,1,,0,0,0,0,0
41,생활용품,2080,치약,김*태,2019.06.27,1,,0,0,0,0,0
42,생활용품,2080,치약,이*아,2019.06.13,1,,0,0,0,0,0
43,생활용품,2080,치약,한*순,2019.05.26,1,,0,0,0,0,0
44,생활용품,2080,치약,개미본능,2019.05.17,1,,0,0,0,0,0
45,생활용품,2080,치약,김*근,2019.05.02,1,,0,0,0,0,0
46,생활용품,2080,치약,이*수,2019.04.12,1,,0,0,0,0,0
47,생활용품,2080,치약,임*은,2019.03.21,1,,0,0,0,0,0
48,생활용품,2080,치약,화이니,2019.01.18,1,,0,0,0,0,0
49,생활용품,2080,치약,쿠팡실구매자,2018.12.30,1,,0,0,0,0,0
50,생활용품,2080,치약,쿠팡실구매자,2018.12.30,1,,0,0,0,0,0
51,생활용품,2080,치약,김*수,2018.12.20,1,,0,0,0,0,0
52,생활용품,2080,치약,김*주,2018.12.15,1,,0,0,0,0,0
53,생활용품,2080,치약,Djf,2018.12.13,1,,0,0,0,0,0
54,생활용품,2080,치약,조*실,2018.12.17,1,,0,0,0,0,0
55,생활용품,2080,치약,화이니,2018.12.18,1,,0,0,0,0,0
56,생활용품,2080,치약,김*애,2018.12.12,1,,0,0,0,0,0
57,생활용품,2080,치약,정*경,2018.12.02,1,,0,0,0,0,0
58,생활용품,2080,치약,이*희,2018.12.05,1,,0,0,0,0,0
59,생활용품,2080,치약,정*경,2018.12.02,1,,0,0,0,0,0
60,생활용품,2080,치약,장*경,2018.11.26,1,,0,0,0,0,0
61,생활용품,2080,치약,이*진,2018.11.21,1,,0,0,0,0,0
62,생활용품,2080,치약,조*자,2018.11.16,1,,0,0,0,0,0
63,생활용품,2080,치약,이수은,2018.11.15,1,,0,0,0,0,0
64,생활용품,2080,치약,경*종,2018.11.09,1,,0,0,0,0,0
65,생활용품,2080,치약,김*선,2018.08.26,1,,0,0,0,0,0
66,생활용품,2080,치약,김*주,2018.08.12,1,,0,0,0,0,0
67,생활용품,2080,치약,이*경,2018.08.01,1,,0,0,0,0,0
68,생활용품,2080,치약,윤*주,2018.07.07,1,,0,0,0,0,0
69,생활용품,2080,치약,최*심,2018.07.23,1,,0,0,0,0,0
70,생활용품,2080,치약,김*철,2018.06.23,1,,0,0,0,0,0
71,생활용품,2080,치약,박*정,2018.06.25,1,,0,0,0,0,0
72,생활용품,2080,치약,도*진,2017.12.26,1,,0,0,0,0,0
73,생활용품,2080,치약,N*y,2020.01.24,1,,0,0,0,0,0
74,생활용품,2080,치약,남*하,2017.12.06,1,,0,0,0,0,0
75,생활용품,2080,치약,이*진,2017.12.19,1,,0,0,0,0,0
76,생활용품,2080,치약,SIMSON,2020.07.17,1,,0,0,0,0,0
77,생활용품,2080,치약,푸켓,2020.07.22,1,,0,0,0,0,0
78,생활용품,2080,치약,이*실,2020.08.04,1,,0,0,0,0,0
79,생활용품,2080,치약,이*희,2020.08.09,1,,0,0,0,0,0
80,생활용품,2080,치약,채*선,2020.08.10,1,,0,0,0,0,0
81,생활용품,2080,치약,HJHL,2020.08.11,1,,0,0,0,0,0
82,생활용품,2080,치약,김*순,2020.08.19,1,,0,0,0,0,0
83,생활용품,2080,치약,이*숙,2020.08.20,1,,0,0,0,0,0
84,생활용품,2080,치약,김*인,2020.09.13,1,,0,0,0,0,0
85,생활용품,2080,치약,김*로,2020.09.14,1,,0,0,0,0,0
86,생활용품,2080,치약,윤*환,2020.09.22,1,,0,0,0,0,0
87,생활용품,2080,치약,그날에우리,2020.09.28,1,,0,0,0,0,0
88,생활용품,2080,치약,윤*영,2020.10.06,1,,0,0,0,0,0
89,생활용품,2080,치약,김*성,2020.10.14,1,,0,0,0,0,0
90,생활용품,2080,치약,이*나,2020.10.22,1,,0,0,0,0,0
91,생활용품,2080,치약,한*숙,2020.10.22,1,,0,0,0,0,0
92,생활용품,2080,치약,Anf,2020.11.16,1,,0,0,0,0,0
93,생활용품,2080,치약,김*수,2020.11.25,1,,0,0,0,0,0
94,생활용품,2080,치약,P*N,2020.11.25,1,,0,0,0,0,0
95,생활용품,2080,치약,윤*명,2021.01.04,1,,0,0,0,0,0
96,생활용품,2080,치약,정*리,2021.01.12,1,,0,0,0,0,0
97,생활용품,2080,치약,양*인,2021.01.17,1,,0,0,0,0,0
98,생활용품,2080,치약,고운손,2021.02.20,1,,0,0,0,0,0
99,생활용품,2080,치약,어르륵꺄륵,2021.02.22,1,,0,0,0,0,0
100,생활용품,2080,치약,김*해,2021.02.27,1,,0,0,0,0,0
101,생활용품,2080,치약,김*임,2021.03.03,1,,0,0,0,0,0
102,생활용품,2080,치약,박*성,2021.04.06,1,,0,0,0,0,0
103,생활용품,2080,치약,이*은,2021.04.18,1,,0,0,0,0,0
104,생활용품,2080,치약,한*심,2021.05.08,1,,0,0,0,0,0
105,생활용품,2080,치약,김*일,2021.05.18,1,,0,0,0,0,0
106,생활용품,2080,치약,김*정,2021.05.21,1,,0,0,0,0,0
107,생활용품,2080,치약,김*주,2021.06.08,1,,0,0,0,0,0
108,생활용품,2080,치약,김*신,2021.06.21,1,,0,0,0,0,0
109,생활용품,2080,치약,임*숙,2021.06.22,1,,0,0,0,0,0
110,생활용품,2080,치약,김*창,2021.06.24,1,,0,0,0,0,0
111,생활용품,2080,치약,김*숙,2021.07.02,1,,0,0,0,0,0
112,생활용품,2080,치약,김*희,2021.07.02,1,,0,0,0,0,0
113,생활용품,2080,치약,박*은,2021.01.10,2,"저렴하게 산건 좋은뎅.....2080 블루민트 향이 아니네요ㅠㅠ 그냥 페리오같아요...익숙한 2080 맛이 아니고 시원하지가 않아요ㅠㅠㅠ 색깔이 더블 블루로 되어 있어서 당연히 그 맛이겟지했는데....아 열개나 샀어...
제발 2080은 기존제품이랑 리뉴얼한제품이나 그런거 명시 좀 잘 해주면 좋겠어요!! 클래식, 어드밴스, 스마트케어, 블루쉴드 등 뭐가 2080본연의 향인지 도무지 알수가 없네요.....블루쉴드는 120g으로 적은 용량인대신 그나마 2080 본연의 향이어서 만족이었었고 ㅜㅜ 다음엔 오리지널 블루치약으로 무조건 사야겟어요",1,302,2,5,1
114,생활용품,2080,치약,유*진,2020.10.10,2,"저렴하게 사서 좀 부정적인 면 감수하고 사용하려 했는데.. 타이어 씹는 느낌이에요,, 고무냄새가 너무 심해서 개운하지도 않구.. 청소용으로 써야할 것 같아요ㅠㅠ",0,89,0,0,0
115,생활용품,2080,치약,김*혜,2017.12.06,2,"뭔가 가벼운 느낌이라고 해야할까요... 개인적으로 별로에요.
원래 쓰던 죽염으로 돌아가려구요",1,51,0,0,0
116,생활용품,2080,치약,조*진,2020.03.22,2,2%부족 한(타사제품 2080 비교시) 연한느낌.,0,27,3,1,0
117,생활용품,2080,치약,조랭이,2020.09.02,2,"치약은 거기서 거기인거같아서 저렴한걸로 구입했어요
용량도 많고 오래쓰겠네요ㅎ",1,42,0,0,1
118,생활용품,2080,치약,김*정,2021.03.03,2,,0,0,0,0,0
119,생활용품,2080,치약,신*미,2021.06.15,2,,0,0,0,0,0
120,생활용품,2080,치약,김*희,2019.09.29,2,,0,0,0,0,0
121,생활용품,2080,치약,홍*목,2019.09.29,2,트레이더스보다 비싸요~,0,12,1,0,0
122,생활용품,2080,치약,김*헌,2019.05.22,2,좋아요 원래쓰던 상품입니다,0,14,0,0,0
123,생활용품,2080,치약,류*경,2021.03.07,2,,0,0,0,0,0
124,생활용품,2080,치약,김*혜,2020.02.06,2,막족합니다감사합니다,0,10,0,0,0
125,생활용품,2080,치약,영이이모,2019.11.10,2,너무 매워요 ㅠㅠ,0,9,0,0,0
