,category,manufacturer,product,name,date,rating,text,newline_count,review_len,special_char_count,manufacturer_count,product_count
0,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,달님이,2017.08.06,1,이건머 줄거리만 간단 히 적혀있는 위인들이네요. 너무어처구니가 없는 책이네요 중요한 인물의 내용은 하나도 없고 이책을 보고 아이는 도대체 멀 생각할까요?? 이걸 위인전이라 할수 있는 책인가요??,0,108,0,0,0
1,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,정*희,2019.07.30,1,"대박ㅡㅡㅡㅡ
책 펴자마자 낱장으로 다  떨어지네요..
이런책 오랜만에보는듯.
애들보는책인데 한장한장 인물별로  뜯어서 사용하는책인가봐요...~~받고 10분안에 삼대는 물려받은 책이되버림..",3,105,2,0,0
2,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,강*주,2019.09.08,1,"책 펴자마자 가운데 부분 갈라지면서 다 떨어졌습니다.
테이프로 붙여주는데 그 다음 페이지도 계속 떨어지네요 ;;",1,62,0,0,0
3,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,오*환,2019.08.31,1,"첵을 펼치면 페이지 통째로 뜯어지고, 진짜  대충만들었네요. 돈아깝습니다",0,40,0,0,0
4,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,박*란,2021.01.12,1,완전 별로;;;;;;,0,11,0,0,0
5,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,김*정,2020.01.18,1,완전 실망,0,5,0,0,0
6,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,감*숙,2018.09.28,1,손녀선물 했더니 좋다고 ~현명한 선택~^^,0,23,4,0,0
7,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,지*희,2020.12.20,1,"아이들한테는 아직 어렵겠어요~~
그림으로 유관운 얼굴도 보여주고 그러려구요",1,41,2,0,0
8,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,감자짱,2019.08.02,1,"책은 아이가 좋아하는거라 구매했는데ᆢ
받은지 하루만에 이렇게되었어요
교환요청했는데ᆢ아기가 너무좋아해서 쓴다고 테이프를 붙여버렸어요ㅡㅡ
쿠팡에서 그럼 교환요청한거 취소할랬더니 책나갔다며 수취거부하라네요",3,111,2,0,0
9,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,이*정,2019.09.08,1,내용이 부실하고 지루하네요,0,14,0,0,0
10,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,김*섭,2021.07.09,1,"아이가 사달라고 졸라서  구매했는데 중고책이 온건가요? 후기에 비닐포장 없다기에  비닐없이 와도 원래 그려러니했는데, 
책받고 어이없네요. 첫장 펼쳤는데  찢어져 있네요. 앞표지도 접힌 흔적이 있고요. 중고책을 새책처럼 파신건가봐요. 어이없어서 환불하고싶은데 아이가 바로 읽고싶다고. 그냥 본다고하네요. 
교환 환불귀찮아서 그냥 보지만. 이책 구매하실분들은 참고하세요.",2,206,0,0,0
11,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,오*지,2019.12.13,1,,0,0,0,0,0
12,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,윤*례,2019.10.22,1,,0,0,0,0,0
13,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,강*화,2019.07.31,1,,0,0,0,0,0
14,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,김*진,2019.03.01,1,,0,0,0,0,0
15,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,박*주,2019.01.09,1,,0,0,0,0,0
16,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,윤*아,2018.05.01,1,,0,0,0,0,0
17,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,이*영,2018.06.07,1,,0,0,0,0,0
18,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,임*실,2016.12.19,1,,0,0,0,0,0
19,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,이*현,2019.01.02,2,"아이가 노래를 따라 부르길래. 관심이 있는듯하여 사줬는데
아이한테 저녁에 보여줬는데 책이 참~;   여러장 붙어서 뜯어야 하네요.  기분이 썩 좋진 않네요.",1,87,1,0,0
20,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,큰복이맘,2020.10.06,2,책을 본순간 느낌은 저는 별로였어요 하지만 아이만 잘 보면되지 했는데 영 찾질않네요...요 책을 구입한이유는 아이가 한국을 빛낸100명 위인노래를 매일 부르고 외웠답니다 그래서 노랫말에 있는 위인들이 나와있길래 요런분들이셨다는것만 알게해주려고 구입한건데...간단내용 요약을 해준책인건 맞는데 아이가 가까이하지않으니 무용지물이 되어버렸네요...잘 읽는 친구들도 있다고 하던데...ㅎ,0,212,0,0,0
21,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,꼴랄리,2019.07.29,2,별로예요. 인물마다 걍 소개정도로 끝나는데 너무 재미없어요. 그림퀄리티에 비해서 글이 너무 저렴합니다.,0,57,0,0,0
22,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,쿠팡실구매자,2020.01.16,2,내용이 부실한거 같아요 ~,0,14,1,0,0
23,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,나항상그대,2019.09.23,2,,0,0,0,0,0
24,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,한*선,2020.12.20,2,,0,0,0,0,0
25,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,김*정,2019.02.11,2,"아이들이 좋아할듯 합니다
그림이 귀엽고 좋네요",1,25,0,0,0
26,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,주*이,2019.09.04,2,"내용으로는 만족도는 별다섯개 줄 수 있는데 상태가 왜이러나요.. 받자 마자 펼치니 펼치는 페이지 마다 후두둑 뜯어지네요.. 상태 어쩜니까....? 심각... 이정도면 판매자분 알아서 교환해주셨음 하네요, 교환신청도 귀찮은데 정말 화나네요",0,132,0,0,0
27,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,원*경,2020.04.05,2,,0,0,0,0,0
28,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,사뿐사뿐,2019.05.07,2,,0,0,0,0,0
29,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,살찐하니,2018.10.04,2,,0,0,0,0,0
30,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,장*진,2017.08.29,2,,0,0,0,0,0
31,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,이*온,2020.12.06,4,"5세 남아 요즘 <한국을 빛낸 100명의 위인들> 노래에 꽂혀서 매일 찾아 듣길래 사줬어요. 
간략하게 읽어주기 좋아요. 하지만 역사 속 인물들이다 보니, 시대적 배경을 알아야 이해되는 것들이 많아 5세 아이에게는 어려워요. 저는 쉬운 내용은 그냥 읽어주고, 어려운 내용은 과감하게 요약해서 이야기해줬어요. 
어쨌든 받자마자 100명을 기어코 다 보네요. (책 좋아하는 아이라서)
원효대사 이야기를 특히 재밌어하네요.

읽어주는 제가 힘들어서 그렇지 아이에겐 끌리나봐요. 
뒤에 다른 그림 찾기와 퍼즐 등도 재미있게 구성되어 있어요.

마지막 100번째 인물 이중섭 이야기에서
문장이 부자연스러운 걸 발견해서 별하나 뺍니다.",9,349,4,0,1
32,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,말리0313,2019.01.22,4,"방학이 끝날갈무렵인데 독서기록장 쓰기 위해 구입했어요
글밥이 적당하고 내용이 간략해 책읽기 편해하네요 그림도 적절하고요 그림체 그림색상도 시원시원합니다 뒷편에 보니 전국지도가있고 우리가 다녀온곳을 체크할수있는 칸이있어요 아이가 어디어디 다녀왔다하면서 얘기도해요 간략하게 적은 책인데 초등학생입장에서 잘 나열해놓은것같아요 그중 관심있는 위인들 책을 더 읽어보고싶다하여 추가로 구매예정입니다 매우 만족합니다",1,225,0,0,0
33,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,유*진,2019.12.29,4,"노래가사 순서대로 수록되어 있네요.
초등 1,2학년까지 괜찮을듯 합니다.
간단하게라도 설명해주니 좋아요.",2,58,0,0,0
34,도서음반DVD,M&KIDS,한국을 빛낸 100명의 위인들,달님v,2021.05.13,4,"인물을 상세히 알려면 이책은 추천❌
간단히 이사람에 대해 기본적으로만 알고싶다 하시면
괜찮은거 같아요~
바로바로 골라 볼 수 있으니 좋아요

구입가격₩10,800",5,90,3,0,0
